timestamp,log exp request recency,log request recency,gdsf,log time recency,number of observations,time recency,log bhr,exp request recency,log gdsf,exp time recency,request recency,frequency,entropy,log size,size,log exp time recency,log frequency
1495809319,2.54879920941,2.04957046241,0.0899543932051,0.824427113194,22735.7914207,22.3162942664,22.7499287857,352.850834042,4.88128559421,63.4381449305,336.92158516,0.217053179373,4.49821817559,13.8156071899,2009929.29311,0.896098367164,2.56586296042
1495809379,2.91111318929,2.35527391716,0.107563442303,0.903674321056,20961.1107906,12.9019273633,21.8168604105,569.910526495,5.1636118189,60.4196757619,643.508587911,0.185203514002,4.36268897863,13.4902361147,1895101.78301,1.00903363996,3.18470815383
1495809439,3.06280562512,2.5836964736,0.142899620955,0.948442399539,18908.7112269,3.87124947176,21.5212978253,488.702584867,5.36138002971,77.4959170192,505.361600225,0.156303107796,4.34729958163,13.4413389275,1871930.80983,1.02461901039,3.49375006448
1495809499,3.15899147886,2.46621095945,0.14959211822,0.908604947593,21011.6089782,13.8059250302,21.0825224206,547.563521102,4.78435565455,27.5652010598,568.209945586,0.164528621821,4.31151086759,12.9334390376,1739702.68062,1.02066816185,3.48847399844
1495809559,2.76552744946,2.1927569003,0.182720854262,0.904472545598,23476.4428675,5.74670528602,20.7113334453,646.493307398,5.05114762404,43.4773425745,758.181607531,0.17476384387,4.32065303114,12.8812405347,1673115.81101,0.938440949328,3.65762221467
1495809619,3.08168418873,2.433533212,0.264814077406,0.929800286025,25252.7374797,7.99497710149,21.1280366673,809.139092507,4.2991020922,26.3510992143,1044.31068105,0.17929015097,4.32879770276,12.7135693797,1651593.54011,1.02576348217,3.3259249752
1495809679,3.07250821744,2.47739298717,0.181153509488,0.895863600142,28303.75,5.30403404885,21.6873593926,516.961248502,4.26760617202,55.8452132107,666.967894152,0.188569023836,4.44312995651,12.9774827823,1571252.64656,1.01613738471,3.12984993157
1495809739,2.56026401264,2.07936284492,0.127706113369,0.835687176561,39732.8929307,2.39680284192,23.2655536305,449.116971579,4.24986025278,59.7104853384,420.668063943,0.244738082725,4.42444933144,13.7577069417,1837484.63488,0.92217570939,2.43446629253
1495809799,2.54547938651,2.05189323317,0.139186933172,0.799082968834,40349.8322857,2.08848518339,23.1472925619,353.241134453,4.27634189169,9.05779162228,388.812184845,0.228298818924,4.29699433515,13.7118172268,1813960.37591,0.840743571718,2.57478740266
1495809859,2.22350958663,1.76805960909,0.103531071856,0.785229626128,53868.9927504,1.79649356414,23.9374412408,306.026562213,4.0736108796,12.5314257651,336.746856044,0.282271317805,4.17173873724,14.0055260602,1920723.91552,0.820368791788,2.15208662258
