timestamp,log exp request recency,log request recency,gdsf,log time recency,number of observations,time recency,log bhr,exp request recency,log gdsf,exp time recency,request recency,frequency,entropy,log size,size,log exp time recency,log frequency
1422692538,7.28199640425,6.71066439415,5098.28145339,2.65350290997,1681514.62203,295.341212286,17.1627112268,212645.465497,1.43932756349,302.979899425,195908.81088,0.0127455563443,12.6020785065,9.30101939512,556208.984803,2.82997391623,7.44580571383
1422692598,7.276628261,6.76461285164,5560.2457933,2.73679625906,1638817.19248,368.877827726,16.8574979483,247758.327771,1.62777121496,351.149589856,245431.517111,0.0124180513289,12.6240017377,9.24263458163,399130.798023,2.87017980176,7.48370707097
1422692658,6.75043961661,6.23570591886,6264.03096886,2.50208921023,1851963.39275,297.954360292,16.96367235,203613.930502,1.52641041037,292.677794448,197896.669054,0.0140288954602,12.6544691783,9.24504138021,509772.965595,2.60006748202,7.35504976622
1422692718,6.62900704565,6.10114393034,6855.54519522,2.45440516226,2039117.93769,297.113670533,17.1853359238,212705.685984,1.12867653003,305.026064338,197407.475354,0.0154422639291,12.6550991006,9.15700622693,314654.909203,2.56051868902,7.18620341195
1422692778,6.79123198745,6.20383029386,7141.49125469,2.42032534205,1947042.45579,306.682818714,17.2079737015,221346.401317,1.07345166946,316.371041104,203498.748626,0.0147406971432,12.6462094405,9.14071268549,246887.217685,2.58879988691,7.2420408169
1422692838,6.51438838511,6.03505377739,6753.17608832,2.39632732723,1988583.52064,306.048798177,17.2494683306,213098.047715,1.09111785155,307.678740735,202600.153802,0.0150507203189,12.6195136397,9.17029309108,287430.620726,2.45738252124,7.18738033888
1422692898,6.85737722413,6.32139114799,7947.92906904,2.49942938063,1847892.76107,293.034234417,17.133580708,200558.240289,1.29221200085,288.791109155,194642.599939,0.0139816564576,12.6072829462,9.21289635441,283359.754577,2.63052149339,7.29781288645
1422692958,6.84354539687,6.32985518206,6675.64863874,2.44626275997,1895375.09735,258.899732145,17.2490679114,190340.740488,1.04855146706,272.658497408,171498.841515,0.0143365694352,12.5634173395,9.14880968922,254925.657667,2.57610294763,7.27631317087
1422693018,7.10083468394,6.54948362268,6148.55256809,2.51899219115,1673266.47309,296.353333333,17.0605452536,217157.957132,1.36353851903,310.535583466,197563.492615,0.0126524228308,12.5654144063,9.21204188633,315853.283053,2.69789603596,7.41830909066
1422693078,6.94951031806,6.39996480413,6888.29197461,2.49125828581,1813366.13183,274.698096577,17.1496175314,200690.633941,1.20260712044,284.684638326,183572.351002,0.0137073826425,12.5678357553,9.1761123259,417532.511256,2.65601158589,7.32650487364
1422693138,6.49661858538,5.98539129779,7298.47432527,2.35294451255,1995659.21103,266.079130759,17.3950723041,188415.117491,0.97045373759,267.688857028,178198.179354,0.0150807655929,12.555757687,9.18276302084,542429.362672,2.43939329557,7.11543728784
